,date,year,pres_name,byline,title,benepar_analysis_time,spacy_analysis_time,tree_edit_distance_time,total_file_analysis_time,num_tokens,num_sentences,avg_tree_edit_dist_adjacent,avg_node_depth,max_node_depth,avg_node_clause_depth,max_node_clause_depth,avg_max_clause_depth,avg_clause_length,clauses_per_sent,sbars_per_sent,pronouns_per_sent,pronouns_per_clause,pronoun_prop_of_leaf_nps,avg_num_np_modifiers,loose_parataxis_per_sent,root_parataxis_per_sent_strict,root_parataxis_per_sent_loose,num_unk,num_words,avg_dependency_distance,max_dependency_distance,avg_sentence_length_by_tok,avg_sentence_length_by_word,avg_words_before_root,num_uniq_words,proportion_uniq,stop_words_per_clause,stop_words_per_sentence,avg_aoa_min,avg_aoa_uniq_min,avg_stopless_aoa_min,avg_stopless_aoa_uniq_min,avg_word_freq,avg_word_freq_uniq,avg_word_freq_stopless,avg_word_freq_stopless_uniq
1789_Washington_Inaugural_Address,1789-04-30,1789,George Washington,1st President of the United States: 1789 ‐ 1797,Inaugural Address,0.01021549990400672,0.5131444000871852,17.322334600030445,29.89904790010769,1546,23,138.22727272727272,12.68111254851229,50,2.4573091849935316,8,3.5652173913043477,55.31944444444444,6.260869565217392,3.3043478260869565,4.695652173913044,0.75,0.31486880466472306,5.101851851851852,1.391304347826087,1.0,1.173913043478261,2,1434,3.5564853556485354,82,67.21739130434783,62.34782608695652,13.478260869565217,593,0.4158485273492286,5.923611111111111,37.08695652173913,6.201091344250365,8.117487323792485,8.61668662,8.836811844943819,6791.014007567938,835.0980727333671,94.66447278211983,76.63835837365247
1793_Washington_Inaugural_Address,1793-03-04,1793,George Washington,1st President of the United States: 1789 ‐ 1797,Inaugural Address,0.005271299974992871,0.34238839999306947,0.4124218000797555,1.8404036000138149,147,4,79.0,9.061224489795919,23,1.6598639455782314,4,2.5,30.8,3.75,2.25,3.25,0.8666666666666667,0.35135135135135137,4.111111111111111,1.0,1.0,1.0,0,135,3.066666666666667,46,36.75,33.75,16.5,90,0.6666666666666666,5.266666666666667,19.75,6.050308873015872,6.915938049382717,8.5754675,8.522199468085105,8143.489025460932,2832.0169640890063,78.1005347593583,75.29638009049775
1801_Jefferson_Inaugural_Address,1801-03-04,1801,Thomas Jefferson,3rd President of the United States: 1801 ‐ 1809,Inaugural Address,0.0032393999863415956,0.1117687999503687,13.602941900026053,28.036480900016613,1938,41,110.225,12.248194014447884,64,1.826625386996904,6,2.8048780487804876,40.84,4.2682926829268295,1.9024390243902438,3.5365853658536586,0.8285714285714286,0.31385281385281383,7.4387895460797795,1.170731707317073,1.024390243902439,1.146341463414634,0,1732,3.712471131639723,167,47.26829268292683,42.24390243902439,10.585365853658537,676,0.3930232558139535,5.765714285714286,24.609756097560975,5.986808925311204,7.635300657407407,7.9459208616262496,8.231237614942533,6758.261282200271,807.5322381204736,185.01345636293735,122.22477283596366
1805_Jefferson_Inaugural_Address,1805-03-04,1805,Thomas Jefferson,3rd President of the United States: 1801 ‐ 1809,Inaugural Address,0.010111099923960865,0.5438466001069173,19.392745100078173,37.37098699994385,2390,45,113.06818181818181,9.795397489539749,31,2.0510460251046023,6,2.9555555555555557,45.280155642023345,5.711111111111111,2.3333333333333335,4.7555555555555555,0.8326848249027238,0.3715277777777778,3.630434782608696,1.8666666666666667,1.1777777777777778,1.3333333333333333,0,2168,3.1983394833948338,100,53.111111111111114,48.17777777777778,17.4,776,0.358264081255771,4.926070038910506,28.133333333333333,6.088372566218811,7.799638192572216,8.13219773364486,8.345264789297659,6195.081098112277,706.4157894736844,124.50747229809247,96.62165058949623
1809_Madison_Inaugural_Address,1809-03-04,1809,James Madison,4th President of the United States: 1809 ‐ 1817,Inaugural Address,0.008242900017648935,0.355169799993746,12.572601899970323,23.799028599984013,1266,21,138.95,15.44391785150079,80,2.221169036334913,9,2.9523809523809526,64.78888888888889,4.285714285714286,1.5714285714285714,3.5714285714285716,0.8333333333333334,0.2697841726618705,7.329670329670329,1.2380952380952381,1.2380952380952381,1.2380952380952381,1,1177,3.602378929481733,289,60.285714285714285,56.04761904761905,30.761904761904763,521,0.44265080713678845,7.766666666666667,33.285714285714285,6.1964860721831,8.045222748490948,8.648002701525055,8.822100140306125,7068.109023626529,857.6130592042645,85.90457793286807,82.53609403960587
1813_Madison_Inaugural_Address,1813-03-04,1813,James Madison,4th President of the United States: 1809 ‐ 1817,Inaugural Address,0.004195099929347634,0.1944004000397399,6.9608590999851,16.847380400053225,1305,33,75.28125,8.917241379310346,26,1.767816091954023,5,2.4242424242424243,40.62608695652174,3.484848484848485,1.121212121212121,2.8181818181818183,0.808695652173913,0.3152542372881356,3.616252821670429,1.2727272727272727,1.0,1.121212121212121,0,1211,2.7489677952105698,38,39.54545454545455,36.696969696969695,7.242424242424242,516,0.4267990074441687,6.173913043478261,21.515151515151516,6.120732086844369,7.849157997979797,8.388003177083334,8.53178756641604,6496.100586112879,860.7724560179801,98.96633521025521,94.73041654472735
1817_Monroe_Inaugural_Address,1817-03-04,1817,James Monroe,5th President of the United States: 1817 ‐ 1825,Inaugural Address,0.004088700050488114,0.17025689990259707,7.522298900061287,29.083625499974005,3699,123,59.86065573770492,8.083265747499324,28,1.7201946472019465,6,2.227642276422764,32.24935732647815,3.16260162601626,1.024390243902439,2.138211382113821,0.6760925449871465,0.3207317073170732,3.2985581000848176,1.2357723577235773,1.048780487804878,1.1626016260162602,0,3380,2.6928994082840236,82,30.073170731707318,27.479674796747968,7.975609756097561,973,0.28855278766310793,5.120822622107969,16.195121951219512,6.051201401843316,8.050077591703058,8.13995526228269,8.53953270489691,6550.070250770929,510.1850337645431,101.54103702438891,69.24236065890068
1821_Monroe_Inaugural_Address,1821-03-04,1821,James Monroe,5th President of the United States: 1817 ‐ 1825,Inaugural Address,0.0021652000723406672,0.09406849998049438,13.685186099959537,29.869521099957637,4911,131,75.00769230769231,8.590918346568927,36,1.7318265119120342,6,2.4732824427480917,36.5375,3.66412213740458,1.4045801526717556,2.3587786259541983,0.64375,0.2781278127812781,3.7075413856529735,1.297709923664122,1.0381679389312977,1.1603053435114503,0,4479,2.981245813797723,72,37.48854961832061,34.19083969465649,11.251908396946565,1184,0.2660674157303371,5.55625,20.358778625954198,6.0595452367864695,8.20515728623519,8.279893673822302,8.661103019067795,6396.639563133551,465.864574939565,106.46099899813936,58.91338567299432
1825_Adams_Inaugural_Address,1825-03-04,1825,John Quincy Adams,6th President of the United States: 1825 ‐ 1829,Inaugural Address,0.004077100078575313,0.27550000010523945,13.468726900056936,28.8641440999927,3156,76,78.65333333333334,9.365019011406844,37,1.6536755386565272,4,2.0657894736842106,48.093333333333334,2.960526315789474,1.0263157894736843,2.026315789473684,0.6844444444444444,0.2,4.283458021612635,1.236842105263158,1.118421052631579,1.1578947368421053,2,2917,2.9187521426122727,64,41.526315789473685,38.38157894736842,15.855263157894736,948,0.32768752160387143,7.44,22.026315789473685,6.234335088464258,8.324292439106147,8.557692253153908,8.845341664921467,7142.021614037941,551.2759920382841,69.82246865959497,49.02675601886324
1829_Jackson_Inaugural_Address,1829-03-04,1829,Andrew Jackson,7th President of the United States: 1829 ‐ 1837,Inaugural Address,0.00371439999435097,0.15223399992100894,3.5230029000667855,9.244988299906254,1214,25,94.625,9.509884678747941,25,1.9621087314662273,5,3.16,39.93805309734513,4.52,1.96,3.76,0.831858407079646,0.3443223443223443,4.310185185185185,1.08,1.0,1.08,2,1128,2.905141843971631,54,48.56,45.12,15.56,499,0.4427684117125111,5.646017699115045,25.52,6.314178898630136,8.178635934599157,8.650704429487181,8.854345795336787,7154.225797391472,812.3901519708087,79.72876499242703,60.81121866468108
1833_Jackson_Inaugural_Address,1833-03-04,1833,Andrew Jackson,7th President of the United States: 1829 ‐ 1837,Inaugural Address,0.002821400063112378,0.16664069995749742,3.7651785999769345,9.401756900013424,1275,31,75.3,8.926274509803921,24,1.7349019607843137,6,2.3870967741935485,41.07339449541284,3.5161290322580645,1.1290322580645162,3.161290322580645,0.8990825688073395,0.3356164383561644,3.7755102040816326,1.2258064516129032,1.064516129032258,1.1290322580645162,3,1177,2.7068819031435853,38,41.12903225806452,37.96774193548387,10.193548387096774,470,0.40102389078498296,6.339449541284404,22.29032258064516,6.025178012422359,7.621755304545454,8.180284434589803,8.465216139817631,6752.905741216794,1019.9014503849264,124.00086505190313,85.7702028788394
1837_Buren_Inaugural_Address,1837-03-04,1837,Martin van Buren,8th President of the United States: 1837 ‐ 1841,Inaugural Address,0.0010290000354871154,0.02609539998229593,11.40972870006226,25.78943620005157,4181,98,88.63917525773196,8.512556804592203,31,1.801243721597704,7,2.683673469387755,38.5,4.510204081632653,1.5408163265306123,3.2551020408163267,0.7217194570135747,0.3426423200859291,3.721146953405018,1.6020408163265305,1.1326530612244898,1.3979591836734695,2,3846,2.9430577223088923,53,42.66326530612245,39.244897959183675,12.53061224489796,1246,0.32507174536916256,4.923076923076923,22.20408163265306,6.180949103991311,8.226514832898177,8.370111858508603,8.648848433299905,6210.949316059144,426.9292677070829,95.72867691649127,65.2334108784757
1841_Harrison_Inaugural_Address,1841-03-04,1841,William Henry Harrison,9th President of the United States: 1841 ‐ 1841,Inaugural Address,0.0022951000137254596,0.08419780002441257,26.619688999955542,62.686739600030705,9176,214,88.36150234741784,9.877397558849172,49,2.0170008718395813,8,2.705607476635514,43.03128621089223,4.0327102803738315,1.5186915887850467,2.532710280373832,0.6280417149478563,0.24828218048557033,3.944626376897886,1.2616822429906542,1.014018691588785,1.1635514018691588,30,8468,3.0611714690599907,120,42.87850467289719,39.570093457943926,11.509345794392523,1793,0.2129200807505047,5.9837775202781,24.130841121495326,6.026499089727874,8.331325043949432,8.300542257033246,8.682300685347743,7077.328868319375,350.2695183096072,101.11687021245841,62.97577559494689
1841_Tyler_Address_Upon_Assuming_the_Office,1841-04-09,1841,John Tyler,10th President of the United States: 1841 ‐ 1845,Address Upon Assuming the Office of President of the United States,0.001319000031799078,0.028146500000730157,5.566482000052929,12.565449499990791,1816,43,87.23809523809524,9.657488986784141,34,1.9377753303964758,6,2.558139534883721,42.629629629629626,3.7674418604651163,1.302325581395349,2.4651162790697674,0.654320987654321,0.26044226044226043,4.059011164274322,1.2790697674418605,1.0,1.1395348837209303,4,1680,2.8666666666666667,63,42.23255813953488,39.06976744186046,11.906976744186046,647,0.3862686567164179,5.969135802469136,22.488372093023255,6.1111205904821535,7.867756770000001,8.34327145945946,8.536758322245323,7163.136417766144,826.8291538485443,139.45923484336262,116.1400615912369
1845_Polk_Inaugural_Address,1845-03-04,1845,James K. Polk,11th President of the United States: 1845 ‐ 1849,Inaugural Address,0.003054599976167083,0.23206670000217855,11.704904699930921,31.639071500045247,5233,153,66.55263157894737,8.572138352761323,29,1.7435505446206765,5,2.3006535947712417,37.06471816283925,3.130718954248366,1.0,2.241830065359477,0.7160751565762005,0.29266211604095566,3.874717832957111,1.2091503267973855,1.026143790849673,1.1372549019607843,50,4815,2.711318795430945,57,34.20261437908497,31.470588235294116,8.84967320261438,1248,0.2608150470219436,5.810020876826722,18.18954248366013,6.137585720348205,8.256688336236932,8.366796872688859,8.693825962075845,6512.054140690905,418.2828970668725,91.34115077482612,62.4001329345298
1849_Taylor_Inaugural_Address,1849-03-05,1849,Zachary Taylor,12th President of the United States: 1849 ‐ 1850,Inaugural Address,0.003732500015757978,0.18233560002408922,3.56962119997479,8.728782400023192,1184,22,106.80952380952381,9.52027027027027,24,2.0219594594594597,5,3.0454545454545454,48.03508771929825,5.181818181818182,1.5909090909090908,3.6363636363636362,0.7017543859649122,0.30303030303030304,3.5697115384615383,1.5454545454545454,1.0454545454545454,1.4090909090909092,4,1091,3.2630614115490375,76,53.81818181818182,49.59090909090909,11.0,481,0.44087992667277726,5.298245614035087,27.454545454545453,6.24918739068441,7.945111710176992,8.492734593952484,8.67797182320442,7373.786685495989,953.7831530075033,101.2573989930001,79.90924221147344
1853_Pierce_Inaugural_Address,1853-03-04,1853,Franklin Pierce,14th President of the United States: 1853 ‐ 1857,Inaugural Address,0.002969699911773205,0.155102499993518,7.855755600030534,20.302964300033636,3662,106,67.07619047619048,8.889677771709449,32,1.7987438558164937,6,2.330188679245283,38.002941176470586,3.207547169811321,1.3867924528301887,2.518867924528302,0.7852941176470588,0.33126550868486354,4.009630818619582,1.179245283018868,1.028301886792453,1.1320754716981132,8,3348,2.8635005973715653,64,34.54716981132076,31.58490566037736,8.415094339622641,1112,0.3330338424678047,5.673529411764706,18.19811320754717,6.115106975435326,8.118786981677918,8.273302053851904,8.590320116853935,6302.442145959673,513.26124093473,138.62116695357665,78.31630930799524
1857_Buchanan_Inaugural_Address,1857-03-04,1857,James Buchanan,15th President of the United States: 1857 ‐ 1861,Inaugural Address,0.002314999932423234,0.06312230008188635,6.615399199887179,16.673866000026464,3106,89,66.88636363636364,8.907920154539601,27,1.9133934320669672,6,2.4719101123595504,37.56,3.3707865168539324,1.1573033707865168,1.8202247191011236,0.54,0.24107142857142858,3.6159203980099504,1.1797752808988764,1.0,1.1235955056179776,20,2836,2.8469675599435824,46,34.89887640449438,31.865168539325843,7.078651685393258,887,0.3132062146892655,5.3933333333333335,18.179775280898877,6.086199347283407,7.864188230303028,8.073936680869563,8.357485533527697,6508.819478835044,579.4671306520333,111.5489710335001,73.7127316680097
1861_Lincoln_Inaugural_Address,1861-03-04,1861,Abraham Lincoln,16th President of the United States: 1861 ‐ 1865,Inaugural Address,0.0043364999582991,0.14249680005013943,8.236286300001666,24.141241900040768,4052,138,59.40875912408759,7.663869693978282,33,1.6475814412635736,9,2.210144927536232,31.728506787330318,3.2028985507246377,1.173913043478261,1.7536231884057971,0.5475113122171946,0.2722159730033746,2.9385474860335195,1.2608695652173914,1.0144927536231885,1.210144927536232,52,3639,2.937895026106073,112,29.36231884057971,26.369565217391305,8.253623188405797,999,0.2765015222806532,5.029411764705882,16.108695652173914,5.946204333712334,7.854583900321547,8.107716698269376,8.396028919480516,6741.697522335821,579.7066802305864,138.23748525198047,79.03563301863952
1865_Johnson_Address_Upon_Assuming_the_Office,1865-04-17,1865,Andrew Johnson,17th President of the United States: 1865 ‐ 1869,Address Upon Assuming the Office of President of the United States,0.0018733999459072948,0.07564010005444288,0.6363467999035493,2.197122599929571,393,17,45.8125,8.358778625954198,20,1.8091603053435115,4,2.235294117647059,27.692307692307693,3.0588235294117645,1.1764705882352942,1.8235294117647058,0.5961538461538461,0.34065934065934067,2.943548387096774,1.1764705882352942,1.0588235294117647,1.1764705882352942,0,361,2.260387811634349,21,23.11764705882353,21.235294117647058,6.235294117647059,168,0.46537396121883656,4.25,13.0,5.768395176638176,6.911736512499999,7.836499619402985,8.052717609523809,7699.860239651416,2234.8218856404833,232.2484593837535,218.50397456279805
1865_Lincoln_Inaugural_Address,1865-03-04,1865,Abraham Lincoln,16th President of the United States: 1861 ‐ 1865,Inaugural Address,0.003403599956072867,0.12541960005182773,1.5779777000425383,4.747300500050187,784,27,60.73076923076923,8.479591836734693,26,2.0191326530612246,5,2.2962962962962963,31.48076923076923,3.8518518518518516,1.4074074074074074,1.4074074074074074,0.36538461538461536,0.2122905027932961,2.960159362549801,1.4444444444444444,1.0740740740740742,1.2222222222222223,4,705,3.0368794326241133,63,29.037037037037038,26.11111111111111,12.0,325,0.46965317919075145,4.0576923076923075,15.62962962962963,5.83716623668639,6.992965262458472,7.564817240601505,7.851176059405941,6247.103977591036,1252.3639895586716,223.97844527882077,146.52239611440905
1869_Grant_Inaugural_Address,1869-03-04,1869,Ulysses S. Grant,18th President of the United States: 1869 ‐ 1877,Inaugural Address,0.0025825999910011888,0.08606240001972765,2.579402399947867,6.986311599961482,1238,40,61.41025641025641,7.918416801292407,22,1.697092084006462,5,2.425,31.482993197278912,3.675,1.175,2.25,0.6122448979591837,0.30405405405405406,3.194508009153318,1.325,1.025,1.225,0,1132,2.7491166077738516,41,30.95,28.3,8.05,460,0.4110813226094727,4.537414965986395,16.675,5.978910920256643,7.560835260273972,8.033681824719103,8.302754895833331,6868.040869989205,984.8678414096916,130.89684569479965,118.96996844714894
1873_Grant_Inaugural_Address,1873-03-04,1873,Ulysses S. Grant,18th President of the United States: 1869 ‐ 1877,Inaugural Address,0.004184199962764978,0.14668500004336238,3.1323926999466494,8.359273700043559,1477,43,73.42857142857143,11.272850372376439,71,1.7610020311442112,6,2.372093023255814,35.99315068493151,3.395348837209302,1.069767441860465,2.441860465116279,0.7191780821917808,0.28688524590163933,5.095602294455067,1.2093023255813953,1.0232558139534884,1.186046511627907,0,1341,2.722595078299776,160,34.348837209302324,31.186046511627907,6.604651162790698,513,0.38687782805429866,5.527397260273973,18.767441860465116,5.803908741711641,7.281048829918033,7.8096395807086605,7.95389134231806,7140.593934561778,925.6083856467485,150.4448951994591,112.38278810218604
1877_Hayes_Inaugural_Address,1877-03-05,1877,Rutherford B. Hayes,19th President of the United States: 1877 ‐ 1881,Inaugural Address,0.007499099941924214,0.23198580008465797,8.073448100010864,17.734193100011908,2724,59,88.43103448275862,10.160058737151248,35,2.0157856093979443,9,2.7966101694915255,46.86425339366516,3.7457627118644066,1.576271186440678,2.1864406779661016,0.583710407239819,0.20941558441558442,4.679918450560653,1.1355932203389831,1.0,1.1016949152542372,4,2490,3.144578313253012,76,46.16949152542373,42.20338983050848,13.016949152542374,795,0.320952765442067,6.339366515837104,23.74576271186441,6.099673800334168,7.877407719298245,8.173999458536587,8.393387959481363,7079.666706198609,649.9397314198867,102.75658289265661,79.05619320899093
1881_Arthur_Address_Upon_Assuming_the_Office,1881-09-22,1881,Chester A. Arthur,21st President of the United States: 1881 ‐ 1885,Address Upon Assuming the Office of President of the United States,0.0021333000622689724,0.08156189997680485,0.8175981999374926,2.9005199000239372,476,14,72.61538461538461,7.607142857142857,18,1.5525210084033614,4,2.0,31.488888888888887,3.2142857142857144,0.7142857142857143,1.7857142857142858,0.5555555555555556,0.25,4.688741721854305,1.2857142857142858,1.0714285714285714,1.2857142857142858,0,433,2.7829099307159355,59,34.0,30.928571428571427,12.0,242,0.5627906976744186,5.022222222222222,16.142857142857142,6.305499002398082,7.64687618584071,8.331996678571429,8.535137105263157,6709.252986776108,1343.4301419312499,99.74653979238755,64.75232774674114
1881_Garfield_Inaugural_Address,1881-03-04,1881,James A. Garfield,20th President of the United States: 1881 ‐ 1881,Inaugural Address,0.0023128000320866704,0.1257100000511855,5.607766300090589,16.57399019994773,3239,111,53.945454545454545,7.58196974374807,22,1.5906143871565297,5,2.18018018018018,33.19397993311037,2.6936936936936937,0.8378378378378378,1.5405405405405406,0.5719063545150501,0.22007722007722008,3.05726872246696,1.1801801801801801,1.009009009009009,1.1261261261261262,8,2991,2.5650284185891006,56,29.18018018018018,26.945945945945947,7.306306306306307,957,0.32222222222222224,5.632107023411371,15.17117117117117,6.0283322041666665,7.750348363134658,7.914049621794875,8.16970940909091,6848.3190430950335,546.2317177135967,115.28065531876052,76.42970379641217
1885_Cleveland_Inaugural_Address,1885-03-04,1885,Grover Cleveland,22nd President of the United States: 1885 ‐ 1889,Inaugural Address,0.0028212000615894794,0.12900170008651912,4.393672299920581,10.744550099945627,1828,45,75.27272727272727,9.157002188183807,27,1.7303063457330417,5,2.1333333333333333,43.23741007194245,3.088888888888889,1.2666666666666666,2.2666666666666666,0.7338129496402878,0.23129251700680273,4.252906976744186,1.2222222222222223,1.0666666666666667,1.2,5,1690,2.891715976331361,56,40.62222222222222,37.55555555555556,9.933333333333334,643,0.3809241706161137,6.76978417266187,20.91111111111111,6.218924224201475,8.006973543046357,8.43665463061798,8.637695791999999,7143.093353431956,782.3694823901128,135.3834658187599,85.13534285607166
1889_Harrison_Inaugural_Address,1889-03-04,1889,Benjamin Harrison,23rd President of the United States: 1889 ‐ 1893,Inaugural Address,0.0023909000447019935,0.1179816999938339,8.603658500011079,23.99185310001485,4747,157,58.256410256410255,8.080050558247313,23,1.6918053507478408,5,2.1337579617834397,34.24835164835165,2.8980891719745223,0.9745222929936306,1.7006369426751593,0.5868131868131868,0.24976613657623947,3.5217665615141955,1.2101910828025477,1.019108280254777,1.1401273885350318,2,4401,2.677573278800273,70,30.235668789808916,28.03184713375796,7.649681528662421,1287,0.2936344969199179,5.476923076923077,15.872611464968152,6.08249804853676,8.03255685726281,8.06729996426577,8.43595906647399,6281.725122436897,419.0839296224016,119.51937887681603,72.47853447816118
1893_Cleveland_Inaugural_Address,1893-03-04,1893,Grover Cleveland,24th President of the United States: 1893 ‐ 1897,Inaugural Address,0.002135799964889884,0.104913100018166,5.071562199969776,12.248118999996223,2144,58,66.2280701754386,8.805970149253731,28,1.861473880597015,5,2.6379310344827585,35.33777777777778,3.8793103448275863,1.6896551724137931,3.0,0.7733333333333333,0.3411764705882353,3.8698979591836733,1.1724137931034482,1.0,1.1724137931034482,0,2028,2.5961538461538463,48,36.96551724137931,34.96551724137931,10.413793103448276,793,0.3912185495806611,4.942222222222222,19.17241379310345,6.307974928128233,8.299662377537212,8.515087624708626,8.845906228571426,6479.224926188583,586.0023499090357,113.15734418767504,70.77568152828458
1897_McKinley_Inaugural_Address,1897-03-04,1897,William McKinley,25th President of the United States: 1897 ‐ 1901,Inaugural Address,0.0014987000031396747,0.054433700046502054,9.119342199992388,23.408440600032918,4381,131,64.67692307692307,8.466788404473865,25,1.7331659438484364,6,2.213740458015267,37.69230769230769,3.0763358778625953,0.9618320610687023,1.7786259541984732,0.5781637717121588,0.23921971252566734,3.609640190088255,1.3129770992366412,1.0381679389312977,1.2595419847328244,10,3981,2.839989952273298,85,33.44274809160305,30.389312977099237,6.67175572519084,1175,0.296867104598282,5.66501240694789,17.427480916030536,6.175375555263848,8.184379460550456,8.317980966708545,8.623755118085107,6459.825355123124,429.7535447541014,117.62383286647987,70.06630624277682
